main_part_number,manufacturer,category,origin,price,deposit,overall_price,quantity
DTR04001D,DIESEL TECH,Towary BX,ES,3195.09000,240.00000,3435.09000,1
DTR04001D,DIESEL TECH,Towary BX,ES,3195.09000,240.00000,3435.09000,1
DTR04001D,DIESEL TECH,Towary BX,ES,3195.09000,240.00000,3435.09000,1
DTR04001D,DIESEL TECH,Towary BX,ES,3195.09000,240.00000,3435.09000,1
DTR04001D,DIESEL TECH,Towary BX,ES,3195.09000,240.00000,3435.09000,1
DTR01101D,DIESEL TECH,Towary BX,ES,8102.94000,240.00000,8342.94000,1
DTR01001D,DIESEL TECH,Towary BX,ES,3967.31000,240.00000,4207.31000,1
DTR01001D,DIESEL TECH,Towary BX,ES,3967.31000,240.00000,4207.31000,1
DTR04101D,DIESEL TECH,Towary BX,ES,6468.36000,240.00000,6708.36000,1
DTR04101D,DIESEL TECH,Towary BX,ES,6468.36000,240.00000,6708.36000,1
DTR04101D,DIESEL TECH,Towary BX,ES,6468.36000,240.00000,6708.36000,1
DTR02201Z,DIESEL TECH,Towary BX,ES,8838.22000,240.00000,9078.22000,1
DTR02201Z,DIESEL TECH,Towary BX,ES,8838.22000,240.00000,9078.22000,1
DTR02201Z,DIESEL TECH,Towary BX,ES,8838.22000,240.00000,9078.22000,1
DTR02201Z,DIESEL TECH,Towary BX,ES,8838.22000,240.00000,9078.22000,1
DT0445110175,DIESEL TECH,Towary BX,ES,3195.90000,240.00000,3435.90000,1
DT0445110175,DIESEL TECH,Towary BX,ES,3195.90000,240.00000,3435.90000,1
0 986 041 860,BOSCH,Towary BX,PL,6454.78000,200.00000,6654.78000,1
0 986 041 860,BOSCH,Towary BX,PL,6454.78000,200.00000,6654.78000,1
BHN358E,TRW,Towary BX,FR,6437.79000,360.00000,6797.79000,1
BHN357E,TRW,Towary BX,FR,8787.28000,360.00000,9147.28000,1
